"date","open","high","low","close"
2018-09-27,10980,11021,10950,11002
2018-09-28,11024,11058,10948,10980
2018-10-01,10980,11038,10980,11035
2018-10-02,11025,11046,10900,10905
2018-10-03,10895,10920,10860,10866
2018-10-04,10843,10843,10704,10714
2018-10-05,10670,10689,10453,10520
2018-10-08,10467,10536,10425,10463
2018-10-09,10494,10510,10455,10464
2018-10-11,10020,10080,9630,9641
2018-10-12,9737,10021,9683,9950
2018-10-15,9900,9927,9855,9863
2018-10-16,9883,9992,9869,9950
2018-10-17,10083,10088,9941,10010
2018-10-18,9961,10010,9909,9911
2018-10-19,9780,9935,9777,9922
2018-10-22,9849,9995,9798,9967
2018-10-23,9878,9881,9754,9762
2018-10-24,9780,9810,9667,9740
2018-10-25,9464,9585,9438,9511
2018-10-26,9566,9595,9375,9460
2018-10-29,9529,9566,9460,9499
2018-10-30,9484,9577,9484,9538
2018-10-31,9611,9761,9606,9749
2018-11-01,9763,9847,9730,9808
2018-11-02,9891,9897,9815,9890
2018-11-05,9838,9846,9768,9839
2018-11-06,9870,9893,9778,9799
2018-11-07,9803,9912,9803,9868
2018-11-08,9998,10016,9934,9946
2018-11-09,9919,9919,9784,9814
2018-11-12,9771,9880,9766,9835
2018-11-13,9621,9773,9550,9749
2018-11-14,9767,9797,9731,9769
2018-11-15,9792,9837,9708,9828
2018-11-16,9880,9905,9756,9784
2018-11-19,9803,9838,9778,9818
2018-11-20,9756,9809,9703,9733
2018-11-21,9685,9750,9630,9749
2018-11-22,9781,9790,9723,9734
2018-11-23,9728,9750,9637,9646
2018-11-26,9678,9854,9677,9784
2018-11-27,9736,9777,9677,9761
2018-11-28,9783,9894,9770,9887
2018-11-29,9991,10005,9879,9895
2018-11-30,9924,9952,9873,9880
2018-12-03,10023,10167,10018,10136
2018-12-04,10094,10114,10062,10063
2018-12-05,9912,9957,9885,9909
2018-12-06,9858,9858,9651,9689
2018-12-07,9740,9775,9714,9763
2018-12-10,9590,9686,9578,9639
2018-12-11,9656,9711,9648,9710
2018-12-12,9755,9826,9725,9817
2018-12-13,9829,9871,9790,9855
2018-12-14,9810,9811,9675,9728
2018-12-17,9750,9825,9723,9790
2018-12-18,9720,9755,9689,9719
2018-12-19,9745,9769,9738,9761
2018-12-20,9645,9725,9633,9662
2018-12-21,9645,9680,9580,9677
2018-12-22,9621,9637,9604,9608
2018-12-24,9620,9646,9613,9637
2018-12-25,9486,9514,9428,9510
2018-12-26,9533,9572,9463,9475
2018-12-27,9629,9670,9589,9645
2018-12-28,9645,9692,9636,9688
2019-01-02,9750,9770,9528,9546
2019-01-03,9513,9560,9458,9459
2019-01-04,9390,9425,9327,9389
2019-01-07,9542,9601,9508,9581
2019-01-08,9616,9624,9551,9568
2019-01-09,9610,9755,9602,9711
2019-01-10,9711,9713,9673,9695
2019-01-11,9761,9802,9724,9748
2019-01-14,9740,9756,9660,9688
2019-01-15,9745,9817,9715,9796
2019-01-16,9794,9812,9769,9777
2019-01-17,9781,9838,9744,9790
2019-01-18,9830,9851,9780,9833
2019-01-21,9898,9924,9871,9871
2019-01-22,9860,9876,9838,9868
2019-01-23,9842,9872,9827,9837
2019-01-24,9850,9893,9839,9875
2019-01-25,9937,9994,9926,9980
2019-01-28,10015,10022,9983,9997
2019-01-29,9935,9950,9901,9940
2019-01-30,9930,9976,9916,9938
2019-02-11,10013,10080,9989,10003
2019-02-12,10053,10097,10043,10093
2019-02-13,10120,10126,10056,10086
2019-02-14,10050,10124,10034,10081
2019-02-15,10045,10116,10022,10042
2019-02-18,10111,10161,10098,10138
2019-02-19,10126,10158,10108,10146
2019-02-20,10199,10264,10198,10256
2019-02-21,10262,10336,10250,10336
2019-02-22,10268,10320,10265,10320
2019-02-25,10357,10386,10344,10382
2019-02-26,10392,10405,10361,10373
2019-02-27,10366,10397,10345,10383
2019-03-04,10399,10402,10303,10336
2019-03-05,10268,10324,10268,10299
2019-03-06,10288,10345,10288,10338
2019-03-07,10327,10353,10281,10283
2019-03-08,10242,10257,10190,10218
2019-03-11,10194,10250,10184,10245
2019-03-12,10307,10389,10307,10357
2019-03-13,10322,10366,10305,10366
2019-03-14,10392,10392,10322,10336
2019-03-15,10354,10430,10348,10414
2019-03-18,10437,10488,10420,10478
2019-03-19,10492,10511,10461,10505
2019-03-20,10492,10536,10490,10526
2019-03-21,10537,10603,10537,10603
2019-03-22,10654,10669,10582,10627
2019-03-25,10502,10502,10447,10454
2019-03-26,10490,10550,10490,10550
2019-03-27,10531,10546,10510,10540
2019-03-28,10463,10533,10463,10521
2019-03-29,10574,10620,10513,10620
2019-04-01,10697,10730,10635,10658
2019-04-02,10702,10716,10689,10693
2019-04-03,10739,10739,10691,10711
2019-04-08,10790,10803,10770,10784
2019-04-09,10819,10856,10795,10856
2019-04-10,10819,10869,10812,10862
2019-04-11,10870,10885,10774,10805
2019-04-12,10816,10832,10781,10802
2019-04-15,10862,10895,10843,10876
2019-04-16,10870,10933,10863,10931
2019-04-17,10959,10999,10959,10998
2019-04-18,11026,11055,10943,10952
2019-04-19,11022,11045,10966,10981
2019-04-22,11017,11039,10973,10992
2019-04-23,10995,11037,10952,11037
2019-04-24,11052,11055,10993,11023
2019-04-25,11007,11049,10995,11040
2019-04-26,10986,10986,10918,10947
2019-04-29,10977,10985,10918,10942
2019-04-30,10928,10970,10900,10964
2019-05-02,10967,11040,10953,10987
2019-05-03,10992,11106,10992,11106
2019-05-06,11019,11019,10850,10880
2019-05-07,10932,11007,10924,10986
2019-05-08,10839,10943,10837,10894
2019-05-09,10858,10866,10716,10747
2019-05-10,10763,10850,10646,10745
2019-05-13,10685,10709,10566,10575
2019-05-14,10422,10571,10399,10532
2019-05-15,10526,10607,10526,10588
2019-05-16,10555,10587,10493,10497
2019-05-17,10568,10578,10406,10415
2019-05-20,10431,10481,10402,10423
2019-05-21,10390,10486,10380,10475
2019-05-22,10474,10503,10464,10482
2019-05-23,10415,10416,10300,10315
2019-05-24,10322,10380,10317,10335
2019-05-27,10353,10379,10293,10334
2019-05-28,10372,10376,10323,10339
2019-05-29,10224,10295,10224,10295
2019-05-30,10301,10383,10290,10371
2019-05-31,10330,10505,10330,10467
2019-06-03,10434,10487,10380,10486
2019-06-04,10485,10496,10425,10426
2019-06-05,10483,10495,10461,10467
2019-06-06,10450,10450,10368,10387
2019-06-10,10492,10550,10460,10550
2019-06-11,10570,10625,10551,10606
2019-06-12,10588,10611,10564,10592
2019-06-13,10566,10588,10497,10530
2019-06-14,10532,10558,10515,10529
2019-06-17,10476,10566,10460,10545
2019-06-18,10534,10576,10526,10555
2019-06-19,10667,10710,10601,10710
2019-06-20,10707,10732,10693,10730
2019-06-21,10759,10774,10710,10723
2019-06-24,10748,10785,10703,10771
2019-06-25,10762,10780,10680,10695
2019-06-26,10555,10653,10555,10614
2019-06-27,10650,10743,10650,10722
2019-06-28,10722,10730,10667,10684
2019-07-01,10803,10884,10803,10873
2019-07-02,10852,10868,10840,10848
2019-07-03,10666,10766,10622,10693
2019-07-04,10734,10767,10724,10754
2019-07-05,10752,10791,10730,10757
2019-07-08,10699,10748,10674,10710
2019-07-09,10725,10742,10678,10695
2019-07-10,10697,10740,10689,10731
2019-07-11,10800,10833,10773,10814
2019-07-12,10788,10830,10788,10812
2019-07-15,10811,10860,10730,10849
2019-07-16,10864,10892,10851,10879
2019-07-17,10817,10824,10784,10798
2019-07-18,10752,10808,10752,10786
2019-07-19,10886,10914,10859,10872
2019-07-22,10855,10935,10855,10935
2019-07-23,10965,10976,10928,10944
2019-07-24,10890,10908,10871,10882
2019-07-25,10894,10909,10851,10907
2019-07-26,10865,10882,10852,10874
2019-07-29,10860,10888,10837,10871
2019-07-30,10909,10924,10827,10827
2019-07-31,10800,10805,10740,10804
2019-08-01,10693,10763,10693,10709
2019-08-02,10586,10600,10509,10538
2019-08-05,10479,10521,10419,10427
2019-08-06,10150,10433,10149,10380
2019-08-07,10335,10384,10325,10366
2019-08-08,10387,10468,10361,10458
2019-08-12,10467,10494,10409,10461
2019-08-13,10402,10421,10345,10359
2019-08-14,10460,10491,10416,10430
2019-08-15,10248,10335,10242,10300
2019-08-16,10311,10421,10288,10413
2019-08-19,10435,10489,10419,10483
2019-08-20,10481,10530,10478,10525
2019-08-21,10490,10515,10486,10511
2019-08-22,10549,10582,10490,10499
2019-08-23,10509,10532,10484,10520
2019-08-26,10363,10387,10321,10331
2019-08-27,10391,10410,10366,10385
2019-08-28,10395,10456,10395,10430
2019-08-29,10431,10455,10399,10450
2019-08-30,10536,10597,10526,10593
2019-09-02,10582,10631,10575,10626
2019-09-03,10616,10647,10557,10558
2019-09-04,10555,10665,10555,10655
2019-09-05,10727,10767,10711,10741
2019-09-06,10787,10791,10754,10772
2019-09-09,10800,10828,10780,10797
2019-09-10,10800,10814,10739,10745
2019-09-11,10790,10808,10751,10775
2019-09-12,10842,10870,10801,10825
2019-09-16,10803,10885,10801,10880
2019-09-17,10905,10909,10858,10866
2019-09-18,10893,10929,10865,10907
2019-09-19,10931,10948,10872,10886
2019-09-20,10912,10925,10901,10917
2019-09-23,10903,10943,10898,10913
2019-09-24,10931,10942,10892,10922
2019-09-25,10882,10882,10829,10856
2019-09-26,10882,10909,10849,10862
2019-09-27,10890,10910,10828,10838
2019-10-01,10858,10965,10858,10959
2019-10-02,10925,10951,10922,10935
2019-10-03,10834,10884,10790,10857
2019-10-04,10889,10922,10838,10889
2019-10-07,10926,10948,10905,10928
2019-10-08,10953,11020,10953,11000
2019-10-09,10964,10969,10881,10883
2019-10-14,11065,11091,11030,11075
2019-10-15,11077,11122,11073,11110
2019-10-16,11147,11156,11126,11142
2019-10-17,11156,11172,11128,11170
2019-10-18,11205,11231,11149,11165
2019-10-21,11172,11180,11152,11174
2019-10-22,11223,11262,11212,11258
2019-10-23,11239,11259,11200,11215
2019-10-24,11244,11306,11242,11306
2019-10-25,11340,11346,11285,11299
2019-10-28,11332,11351,11307,11321
2019-10-29,11352,11368,11300,11332
2019-10-30,11324,11357,11310,11354
2019-10-31,11384,11410,11361,11363
2019-11-01,11345,11393,11337,11391
2019-11-04,11425,11555,11425,11550
2019-11-05,11590,11649,11576,11645
2019-11-06,11647,11680,11618,11654
2019-11-07,11635,11644,11573,11608
2019-11-08,11660,11660,11570,11581
2019-11-11,11580,11580,11427,11441
2019-11-12,11480,11527,11467,11526
2019-11-13,11465,11494,11428,11465
2019-11-14,11490,11498,11413,11458
2019-11-15,11480,11564,11479,11533
2019-11-18,11532,11594,11507,11592
2019-11-19,11575,11654,11563,11647
2019-11-20,11625,11643,11599,11606
2019-11-21,11536,11556,11468,11555
2019-11-22,11572,11597,11541,11565
2019-11-25,11613,11632,11562,11571
2019-11-26,11625,11651,11603,11613
2019-11-27,11620,11658,11612,11655
2019-11-28,11661,11671,11618,11621
2019-11-29,11615,11618,11473,11476
2019-12-02,11534,11539,11462,11504
2019-12-03,11445,11529,11439,11528
2019-12-04,11501,11509,11452,11506
2019-12-05,11540,11615,11537,11595
2019-12-06,11642,11670,11579,11610
2019-12-09,11671,11690,11636,11665
2019-12-10,11643,11652,11608,11624
2019-12-11,11603,11706,11594,11704
2019-12-12,11767,11888,11753,11853
2019-12-13,11975,12007,11917,11965
2019-12-16,11930,11976,11921,11959
2019-12-17,11975,12101,11945,12098
2019-12-18,12069,12096,12061,12095
2019-12-19,12114,12115,12022,12037
2019-12-20,12050,12061,11954,11980
2019-12-23,12000,12025,11975,12023
2019-12-24,12036,12042,11976,11976
2019-12-25,11990,12033,11986,12028
2019-12-26,12044,12047,11998,12017
2019-12-27,12049,12107,12049,12101
2019-12-30,12100,12128,12066,12067
2019-12-31,12033,12051,11995,11995
2020-01-02,12068,12121,12037,12111
2020-01-03,12186,12200,12018,12097
2020-01-06,12043,12043,11958,11963
2020-01-07,12003,12011,11834,11878
2020-01-08,11726,11892,11697,11789
2020-01-09,11918,11999,11883,11970
2020-01-10,12002,12042,11953,12011
2020-01-13,12086,12121,12044,12116
2020-01-14,12180,12200,12148,12182
2020-01-15,12139,12147,12053,12066
2020-01-16,12050,12086,12001,12064
2020-01-17,12108,12124,12047,12082
2020-01-20,12118,12164,12105,12121
2020-01-30,11818,11818,11387,11387
2020-01-31,11475,11581,11429,11488
2020-02-03,11305,11375,11175,11340
2020-02-04,11388,11569,11380,11550
2020-02-05,11593,11627,11493,11554
2020-02-06,11651,11754,11643,11751
2020-02-07,11680,11680,11583,11606
2020-02-10,11470,11607,11418,11580
2020-02-11,11636,11692,11627,11676
2020-02-12,11659,11797,11647,11770
2020-02-13,11805,11837,11762,11775
2020-02-14,11761,11852,11755,11811
2020-02-17,11704,11792,11700,11770
2020-02-18,11715,11719,11627,11639
2020-02-19,11672,11790,11633,11774
2020-02-20,11828,11838,11697,11727
2020-02-21,11674,11776,11651,11676
2020-02-24,11533,11596,11488,11524
2020-02-25,11410,11567,11398,11549
2020-02-26,11394,11493,11380,11435
2020-02-27,11415,11460,11257,11289
2020-03-02,11033,11293,11028,11191
2020-03-03,11321,11386,11299,11332
2020-03-04,11371,11379,11290,11378
2020-03-05,11468,11514,11445,11500
2020-03-06,11415,11434,11283,11285
2020-03-09,11001,11122,10939,10971
2020-03-10,10853,11024,10805,11011
2020-03-11,10982,11029,10807,10821
2020-03-12,10748,10765,10161,10363
2020-03-13,9701,10148,9451,10011
2020-03-16,9933,10055,9637,9665
2020-03-17,9389,9677,9271,9365
2020-03-18,9285,9392,9032,9032
2020-03-19,8908,9000,8400,8482
2020-03-20,8700,9279,8685,9107
2020-03-23,8697,8965,8663,8769
2020-03-24,9081,9385,9081,9318
2020-03-25,9533,9697,9412,9666
2020-03-26,9757,9763,9524,9720
2020-03-27,9972,9982,9638,9659
2020-03-30,9442,9665,9368,9657
2020-03-31,9758,9794,9587,9680
2020-04-01,9481,9723,9481,9630
2020-04-06,9786,9891,9655,9860
2020-04-07,9999,10045,9926,10015
2020-04-08,9949,10135,9945,10125
2020-04-09,10133,10197,10028,10100
2020-04-10,10043,10140,10035,10133
2020-04-13,10083,10150,10031,10076
2020-04-14,10155,10355,10125,10343
2020-04-15,10335,10463,10249,10389
2020-04-16,10258,10403,10234,10365
2020-04-17,10629,10690,10514,10602
2020-04-20,10568,10597,10515,10528
2020-04-21,10465,10524,10247,10278
2020-04-22,10227,10297,10138,10297
2020-04-23,10339,10459,10248,10374
2020-04-24,10327,10374,10300,10350
2020-04-27,10452,10609,10450,10596
2020-04-28,10623,10647,10541,10625
2020-04-29,10685,10798,10665,10757
2020-04-30,10867,11006,10843,10986
2020-05-04,10595,10741,10533,10672
2020-05-05,10758,10831,10720,10782
2020-05-06,10713,10816,10672,10796
2020-05-07,10778,10908,10762,10876
2020-05-08,10919,10985,10895,10922
2020-05-11,10991,11053,10972,11007
2020-05-12,10949,10966,10854,10893
2020-05-13,10782,10925,10775,10916
2020-05-14,10827,10877,10738,10748
2020-05-15,10833,10869,10700,10819
2020-05-18,10773,10823,10724,10761
2020-05-19,10930,10964,10837,10870
2020-05-20,10871,10919,10844,10891
2020-05-21,10939,11030,10932,10980
2020-05-22,10959,10964,10775,10790
2020-05-25,10839,10873,10715,10858
2020-05-26,10927,11044,10925,11007
2020-05-27,10975,11057,10964,11001
2020-05-28,11088,11100,10900,10947
2020-05-29,10918,10973,10850,10943
2020-06-01,11004,11110,10996,11077
2020-06-02,11098,11154,11098,11128
2020-06-03,11248,11312,11228,11299
2020-06-04,11423,11434,11329,11374
2020-06-05,11408,11483,11395,11474
2020-06-08,11562,11638,11513,11587
2020-06-09,11619,11635,11547,11629
2020-06-10,11634,11730,11596,11705
2020-06-11,11683,11738,11475,11489
2020-06-12,11334,11433,11250,11395
2020-06-15,11358,11445,11216,11228
2020-06-16,11443,11555,11421,11524
2020-06-17,11430,11516,11429,11501
2020-06-18,11507,11562,11445,11540
2020-06-19,11572,11582,11515,11554
2020-06-22,11513,11634,11511,11567
2020-06-23,11639,11672,11511,11603
2020-06-24,11654,11675,11616,11635
2020-06-29,11507,11567,11441,11483
2020-06-30,11590,11620,11541,11589
2020-07-01,11544,11674,11538,11604
2020-07-02,11637,11770,11637,11755
2020-07-03,11845,11900,11817,11891
2020-07-06,11987,12115,11967,12115
2020-07-07,12188,12235,12045,12077
2020-07-08,12045,12145,12026,12126
2020-07-09,12205,12222,12118,12148
2020-07-10,12202,12213,11987,11997
2020-07-13,12138,12210,12104,12207
2020-07-14,12150,12224,12119,12187
2020-07-15,12333,12333,12149,12212
2020-07-16,12189,12219,12075,12161
2020-07-17,12219,12262,12145,12169
2020-07-20,12201,12203,12050,12168
2020-07-21,12253,12451,12253,12420
2020-07-22,12381,12445,12350,12421
2020-07-23,12395,12409,12307,12386
2020-07-24,12331,12450,12232,12255
2020-07-27,12498,12667,12492,12603
2020-07-28,12930,13010,12523,12561
2020-07-29,12502,12615,12475,12503
2020-07-30,12704,12706,12575,12675
2020-07-31,12680,12725,12615,12660
2020-08-03,12611,12650,12501,12529
2020-08-04,12599,12713,12574,12710
2020-08-05,12750,12791,12700,12791
2020-08-06,12887,12959,12808,12885
2020-08-07,12903,12904,12759,12810
2020-08-10,12823,12940,12771,12897
2020-08-11,12865,12914,12766,12771
2020-08-12,12700,12701,12565,12656
2020-08-13,12815,12836,12702,12726
2020-08-14,12700,12790,12645,12790
2020-08-17,12777,12959,12770,12955
2020-08-18,12985,12998,12836,12876
2020-08-19,12903,12940,12781,12787
2020-08-20,12732,12749,12119,12345
2020-08-21,12500,12632,12483,12592
2020-08-24,12620,12687,12549,12639
2020-08-25,12673,12825,12673,12769
2020-08-26,12759,12827,12714,12827
2020-08-27,12871,12946,12771,12786
2020-08-28,12781,12804,12670,12720
2020-08-31,12850,12850,12599,12622
2020-09-01,12597,12714,12572,12707
2020-09-02,12791,12791,12628,12716
2020-09-03,12794,12865,12729,12753
2020-09-04,12592,12664,12543,12630
2020-09-07,12640,12742,12581,12598
2020-09-08,12675,12704,12627,12683
2020-09-09,12542,12606,12433,12599
2020-09-10,12668,12706,12622,12698
2020-09-11,12655,12689,12606,12664
2020-09-14,12682,12797,12675,12785
2020-09-15,12768,12854,12756,12844
2020-09-16,12895,12957,12893,12929
2020-09-17,12898,12938,12818,12856
2020-09-18,12879,12900,12819,12864
2020-09-21,12856,12915,12717,12721
2020-09-22,12678,12713,12606,12623
2020-09-23,12656,12656,12525,12593
2020-09-24,12466,12469,12250,12253
2020-09-25,12320,12364,12163,12244
2020-09-28,12320,12459,12300,12457
2020-09-29,12511,12552,12445,12457
2020-09-30,12486,12560,12477,12506
2020-10-05,12590,12646,12517,12561
2020-10-06,12640,12717,12640,12702
2020-10-07,12655,12781,12641,12781
2020-10-08,12843,12894,12805,12894
2020-10-12,12937,13010,12910,12946
2020-10-13,12966,12969,12865,12954
2020-10-14,12939,12956,12871,12891
2020-10-15,12837,12892,12728,12841
2020-10-16,12815,12865,12719,12745
2020-10-19,12780,12912,12779,12896
2020-10-20,12885,12905,12844,12855
2020-10-21,12870,12905,12850,12860
2020-10-22,12780,12888,12755,12888
2020-10-23,12920,12937,12865,12899
2020-10-26,12907,12973,12879,12909
2020-10-27,12874,12878,12824,12867
2020-10-28,12851,12852,12761,12790
2020-10-29,12640,12689,12559,12656
2020-10-30,12580,12618,12475,12481
2020-11-02,12522,12595,12475,12584
2020-11-03,12671,12753,12670,12732
2020-11-04,12808,12903,12712,12899
2020-11-05,12944,12944,12851,12920
2020-11-06,12958,13004,12920,12957
2020-11-09,13088,13170,13066,13139
2020-11-10,13147,13157,13032,13085
2020-11-11,13096,13281,13076,13264
2020-11-12,13265,13305,13193,13229
2020-11-13,13226,13285,13162,13285
2020-11-16,13405,13581,13402,13581
2020-11-17,13653,13736,13602,13622
2020-11-18,13613,13750,13608,13733
2020-11-19,13753,13766,13688,13764
2020-11-20,13729,13757,13673,13757
2020-11-23,13794,13956,13794,13900
2020-11-24,13935,13949,13802,13816
2020-11-25,13902,13922,13718,13732
2020-11-26,13821,13874,13766,13857
2020-11-27,13796,13901,13789,13891
2020-11-30,13899,13985,13745,13754
2020-12-01,13835,13896,13774,13893
2020-12-02,13942,13989,13875,13974
2020-12-03,13981,14059,13930,13999
2020-12-04,14033,14165,14033,14152
2020-12-07,14222,14265,14127,14256
2020-12-08,14241,14364,14196,14358
2020-12-09,14370,14425,14331,14396
2020-12-10,14258,14314,14178,14239
2020-12-11,14288,14340,14091,14239
2020-12-14,14265,14286,14196,14201
2020-12-15,14162,14233,14030,14080
2020-12-16,14160,14273,14152,14265
2020-12-17,14286,14301,14202,14288
2020-12-18,14273,14308,14230,14237
2020-12-21,14253,14400,14136,14400
2020-12-22,14349,14411,14129,14131
2020-12-23,14171,14236,14119,14177
2020-12-24,14254,14329,14239,14291
2020-12-25,14366,14415,14300,14350
2020-12-28,14359,14483,14358,14480
2020-12-29,14500,14511,14452,14503
2020-12-30,14483,14662,14476,14662
2020-12-31,14689,14733,14645,14720
2021-01-04,14696,14941,14686,14899
2021-01-05,14889,15012,14870,15005
2021-01-06,15069,15157,14807,14940
2021-01-07,15082,15278,15053,15242
2021-01-08,15375,15481,15289,15467
2021-01-11,15424,15555,15389,15555
2021-01-12,15542,15619,15437,15512
2021-01-13,15551,15790,15551,15762
2021-01-14,15704,15766,15632,15726
2021-01-15,15945,16002,15584,15635
2021-01-18,15641,15679,15326,15608
2021-01-19,15718,15946,15710,15893
2021-01-20,15893,15939,15724,15780
2021-01-21,15827,16210,15819,16158
2021-01-22,16131,16131,15971,16013
2021-01-25,15994,16025,15772,15953
2021-01-26,15911,16008,15612,15676
2021-01-27,15768,15844,15631,15692
2021-01-28,15430,15551,15349,15419
2021-01-29,15534,15565,15104,15110
2021-02-01,15109,15411,15109,15390
2021-02-02,15501,15817,15490,15764
2021-02-03,15865,15875,15716,15773
2021-02-04,15727,15778,15542,15700
2021-02-05,15815,15985,15751,15802
2021-02-17,16217,16402,16192,16384
2021-02-18,16415,16550,16346,16420
2021-02-19,16353,16366,16193,16354
2021-02-22,16530,16588,16390,16426
2021-02-23,16286,16493,16247,16485
2021-02-24,16349,16472,16200,16225
2021-02-25,16424,16464,16300,16441
2021-02-26,16105,16164,15949,15992
2021-03-02,16297,16318,15931,15948
2021-03-03,16059,16217,15930,16206
2021-03-04,16062,16096,15808,15955
2021-03-05,15652,15944,15628,15884
2021-03-08,15980,16109,15811,15845
2021-03-09,15841,15870,15653,15860
2021-03-10,15979,15990,15807,15878
2021-03-11,15950,16213,15940,16171
2021-03-12,16278,16285,16155,16223
2021-03-15,16200,16248,16142,16199
2021-03-16,16250,16348,16212,16306
2021-03-17,16269,16299,16166,16213
2021-03-18,16280,16430,16265,16278
2021-03-19,16132,16161,16010,16060
2021-03-22,16066,16203,15966,16175
2021-03-23,16249,16312,16154,16167
2021-03-24,16066,16100,15991,16014
2021-03-25,15929,16113,15919,16055
2021-03-26,16132,16318,16121,16318
2021-03-29,16407,16505,16378,16439
2021-03-30,16500,16542,16443,16534
2021-03-31,16578,16578,16434,16451
2021-04-01,16543,16600,16484,16571
2021-04-06,16786,16844,16717,16742
2021-04-07,16777,16802,16707,16791
2021-04-08,16731,16940,16711,16939
2021-04-09,16964,16977,16835,16856
2021-04-12,16916,16971,16788,16855
2021-04-13,16912,17039,16802,16816
2021-04-14,16855,16917,16591,16857
2021-04-15,16880,17074,16852,17072
2021-04-16,17060,17160,16990,17157
2021-04-19,17112,17295,17110,17270
2021-04-20,17238,17325,17205,17321
2021-04-21,17270,17270,17143,17174
2021-04-22,17293,17407,17094,17142
2021-04-23,17099,17290,17099,17281
2021-04-26,17364,17560,17358,17551
2021-04-27,17553,17609,17495,17603
2021-04-28,17558,17584,17510,17560
2021-04-29,17590,17720,17560,17593
2021-05-03,17534,17561,17264,17301
2021-05-04,17302,17329,16706,16966
2021-05-05,16878,17039,16789,16789
2021-05-06,16892,17088,16743,16960
2021-05-07,17133,17298,17077,17298
2021-05-10,17372,17383,17202,17245
