"date","open","high","low","close"
2014-12-10,9092,9136,9003,9047
2014-12-11,8977,9049,8959,9010
2014-12-12,9027,9069,9003,9006
2014-12-15,8958,9038,8926,9038
2014-12-16,8980,9042,8963,8979
2014-12-17,8979,8982,8850,8850
2014-12-18,8877,8929,8863,8869
2014-12-19,8988,9030,8956,9008
2014-12-22,9034,9093,9022,9092
2014-12-23,9113,9128,9092,9105
2014-12-24,9120,9182,9120,9170
2014-12-25,9170,9197,9167,9178
2014-12-26,9169,9225,9169,9225
2014-12-27,9243,9256,9228,9254
2014-12-29,9251,9332,9251,9307
2014-12-30,9329,9340,9272,9286
2014-12-31,9281,9302,9255,9277
2015-01-05,9193,9277,9177,9251
2015-01-06,9172,9172,9036,9066
2015-01-07,9070,9088,9050,9070
2015-01-08,9122,9256,9122,9255
2015-01-09,9313,9341,9223,9225
2015-01-12,9185,9242,9160,9184
2015-01-13,9208,9262,9165,9249
2015-01-14,9238,9247,9152,9171
2015-01-15,9186,9229,9130,9198
2015-01-16,9174,9229,9081,9118
2015-01-19,9208,9259,9141,9183
2015-01-20,9222,9270,9182,9269
2015-01-21,9288,9316,9280,9306
2015-01-22,9345,9395,9338,9380
2015-01-23,9434,9476,9434,9458
2015-01-26,9432,9472,9432,9467
2015-01-27,9540,9540,9477,9520
2015-01-28,9500,9532,9469,9526
2015-01-29,9499,9500,9419,9419
2015-01-30,9459,9465,9379,9385
2015-02-02,9338,9417,9338,9408
2015-02-03,9420,9465,9400,9450
2015-02-04,9526,9548,9507,9514
2015-02-05,9501,9513,9475,9509
2015-02-06,9529,9531,9450,9463
2015-02-09,9420,9453,9417,9442
2015-02-10,9457,9457,9407,9415
2015-02-11,9460,9510,9457,9480
2015-02-12,9495,9500,9462,9484
2015-02-13,9512,9549,9505,9516
2015-02-24,9599,9642,9596,9642
2015-02-25,9680,9689,9655,9680
2015-02-26,9688,9688,9632,9640
2015-03-02,9645,9676,9604,9618
2015-03-03,9638,9646,9580,9611
2015-03-04,9578,9624,9577,9619
2015-03-05,9614,9627,9561,9588
2015-03-06,9592,9646,9572,9646
2015-03-09,9600,9600,9554,9578
2015-03-10,9580,9588,9529,9546
2015-03-11,9464,9545,9450,9521
2015-03-12,9528,9610,9508,9610
2015-03-13,9617,9633,9583,9597
2015-03-16,9586,9594,9535,9544
2015-03-17,9580,9645,9548,9555
2015-03-18,9572,9673,9572,9673
2015-03-19,9710,9759,9701,9758
2015-03-20,9738,9756,9728,9750
2015-03-23,9765,9769,9728,9752
2015-03-24,9744,9763,9708,9737
2015-03-25,9724,9725,9674,9677
2015-03-26,9591,9630,9569,9607
2015-03-27,9623,9630,9521,9532
2015-03-30,9492,9565,9492,9550
2015-03-31,9600,9609,9540,9568
2015-04-01,9556,9556,9504,9511
2015-04-02,9534,9627,9534,9618
2015-04-07,9638,9654,9609,9647
2015-04-08,9630,9635,9558,9570
2015-04-09,9576,9675,9563,9572
2015-04-10,9625,9665,9591,9633
2015-04-13,9670,9683,9633,9657
2015-04-14,9641,9673,9626,9645
2015-04-15,9630,9630,9540,9541
2015-04-16,9559,9659,9540,9659
2015-04-17,9632,9640,9575,9590
2015-04-20,9531,9578,9517,9561
2015-04-21,9588,9603,9526,9545
2015-04-22,9545,9629,9545,9613
2015-04-23,9659,9846,9651,9834
2015-04-24,9867,9995,9852,9914
2015-04-27,9952,10018,9945,10000
2015-04-28,10003,10018,9946,9976
2015-04-29,9958,9989,9876,9891
2015-04-30,9886,9911,9847,9861
2015-05-04,9873,9894,9815,9863
2015-05-05,9863,9863,9795,9822
2015-05-06,9770,9844,9752,9830
2015-05-07,9778,9787,9728,9731
2015-05-08,9749,9763,9696,9696
2015-05-11,9780,9790,9647,9693
2015-05-12,9671,9701,9650,9679
2015-05-13,9712,9775,9697,9739
2015-05-14,9736,9740,9599,9604
2015-05-15,9637,9643,9541,9576
2015-05-18,9613,9614,9551,9600
2015-05-19,9613,9722,9602,9703
2015-05-20,9703,9703,9664,9688
2015-05-21,9650,9656,9534,9553
2015-05-22,9562,9662,9561,9641
2015-05-25,9639,9655,9580,9651
2015-05-26,9628,9732,9628,9675
2015-05-27,9635,9702,9623,9666
2015-05-28,9722,9750,9700,9738
2015-05-29,9738,9768,9696,9713
2015-06-01,9669,9720,9608,9642
2015-06-02,9614,9649,9584,9616
2015-06-03,9632,9647,9549,9555
2015-06-04,9555,9558,9318,9342
2015-06-05,9316,9362,9285,9323
2015-06-08,9328,9416,9258,9366
2015-06-09,9321,9355,9210,9236
2015-06-10,9256,9328,9253,9287
2015-06-11,9332,9333,9224,9286
2015-06-12,9277,9314,9231,9267
2015-06-15,9268,9318,9220,9245
2015-06-16,9245,9258,9164,9215
2015-06-17,9200,9240,9159,9211
2015-06-18,9205,9227,9168,9208
2015-06-22,9269,9360,9269,9346
2015-06-23,9395,9431,9377,9403
2015-06-24,9290,9338,9280,9338
2015-06-25,9358,9439,9350,9421
2015-06-26,9421,9421,9385,9406
2015-06-29,9306,9306,9199,9222
2015-06-30,9222,9300,9205,9294
2015-07-01,9265,9372,9261,9354
2015-07-02,9364,9382,9324,9359
2015-07-03,9326,9367,9241,9367
2015-07-06,9298,9350,9250,9262
2015-07-07,9347,9347,9254,9273
2015-07-08,9214,9214,8911,8945
2015-07-09,8802,8939,8723,8876
2015-07-13,8942,9004,8902,8992
2015-07-14,9047,9084,8981,8984
2015-07-15,9038,9040,8955,8996
2015-07-16,9049,9088,9016,9030
2015-07-17,9018,9051,8988,9026
2015-07-20,9084,9135,8930,8965
2015-07-21,9081,9081,8930,9047
2015-07-22,8950,8950,8878,8896
2015-07-23,8895,8895,8744,8827
2015-07-24,8800,8803,8730,8758
2015-07-27,8710,8731,8568,8585
2015-07-28,8501,8648,8501,8596
2015-07-29,8547,8603,8506,8534
2015-07-30,8573,8679,8557,8655
2015-07-31,8670,8670,8566,8636
2015-08-03,8608,8608,8457,8514
2015-08-04,8514,8584,8450,8499
2015-08-05,8473,8549,8468,8528
2015-08-06,8571,8589,8383,8413
2015-08-07,8385,8444,8319,8402
2015-08-10,8415,8468,8360,8454
2015-08-11,8515,8568,8362,8367
2015-08-12,8362,8390,8242,8301
2015-08-13,8347,8364,8275,8309
2015-08-14,8263,8333,8262,8330
2015-08-17,8332,8333,8224,8239
2015-08-18,8236,8276,8161,8172
2015-08-19,8182,8182,8005,8026
2015-08-20,7985,8081,7945,8027
2015-08-21,7914,7928,7779,7784
2015-08-24,7671,7711,7072,7400
2015-08-25,7400,7659,7357,7641
2015-08-26,7600,7710,7471,7650
2015-08-27,7706,7785,7688,7756
2015-08-28,7840,7963,7840,7936
2015-08-31,7899,8127,7877,8096
2015-09-01,8047,8114,7933,7965
2015-09-02,7768,8037,7768,8000
2015-09-03,8036,8090,7953,8058
2015-09-04,8025,8119,7964,7974
2015-09-07,7930,8063,7930,7986
2015-09-08,7976,8043,7955,8034
2015-09-09,8116,8340,8103,8335
2015-09-10,8235,8292,8192,8269
2015-09-11,8225,8295,8202,8268
2015-09-14,8316,8338,8210,8275
2015-09-15,8299,8332,8230,8237
2015-09-16,8291,8326,8252,8292
2015-09-17,8356,8481,8356,8448
2015-09-18,8441,8471,8396,8458
2015-09-21,8355,8356,8262,8292
2015-09-22,8330,8362,8298,8357
2015-09-23,8244,8264,8158,8166
2015-09-24,8207,8240,8080,8111
2015-09-25,8166,8166,8051,8133
2015-09-30,8011,8180,7993,8151
2015-10-01,8194,8329,8133,8319
2015-10-02,8300,8317,8271,8293
2015-10-05,8375,8386,8308,8350
2015-10-06,8438,8488,8383,8388
2015-10-07,8388,8503,8371,8497
2015-10-08,8532,8549,8439,8456
2015-10-12,8463,8585,8463,8573
2015-10-13,8577,8586,8532,8571
2015-10-14,8524,8554,8491,8520
2015-10-15,8559,8667,8556,8611
2015-10-16,8588,8626,8571,8609
2015-10-19,8629,8670,8589,8622
2015-10-20,8638,8663,8630,8660
2015-10-21,8704,8704,8593,8620
2015-10-22,8599,8631,8571,8600
2015-10-23,8751,8757,8675,8697
2015-10-26,8747,8759,8720,8736
2015-10-27,8727,8728,8673,8703
2015-10-28,8680,8715,8627,8645
2015-10-29,8678,8690,8557,8557
2015-10-30,8571,8600,8498,8569
2015-11-02,8542,8601,8512,8595
2015-11-03,8665,8729,8650,8714
2015-11-04,8870,8886,8856,8877
2015-11-05,8874,8887,8828,8872
2015-11-06,8836,8846,8646,8688
2015-11-09,8682,8749,8589,8633
2015-11-10,8574,8595,8534,8548
2015-11-11,8505,8549,8372,8377
2015-11-12,8399,8461,8354,8461
2015-11-13,8386,8475,8318,8356
2015-11-16,8250,8306,8212,8287
2015-11-17,8371,8490,8371,8439
2015-11-18,8436,8449,8288,8288
2015-11-19,8370,8472,8342,8458
2015-11-20,8460,8481,8417,8454
2015-11-23,8486,8517,8422,8493
2015-11-24,8468,8495,8377,8409
2015-11-25,8407,8410,8335,8390
2015-11-26,8391,8521,8391,8500
2015-11-27,8536,8536,8382,8395
2015-11-30,8323,8350,8231,8314
2015-12-01,8374,8456,8327,8455
2015-12-02,8440,8509,8425,8455
2015-12-03,8392,8488,8374,8471
2015-12-04,8376,8409,8347,8407
2015-12-07,8514,8546,8461,8474
2015-12-08,8467,8467,8338,8340
2015-12-09,8303,8329,8213,8221
2015-12-10,8183,8207,8101,8189
2015-12-11,8210,8220,8067,8068
2015-12-14,7963,8065,7948,8065
2015-12-15,8088,8137,8048,8066
2015-12-16,8153,8204,8098,8180
2015-12-17,8260,8318,8195,8301
2015-12-18,8284,8330,8232,8247
2015-12-21,8187,8306,8158,8306
2015-12-22,8266,8312,8250,8305
2015-12-23,8317,8364,8295,8306
2015-12-24,8369,8394,8309,8330
2015-12-25,8344,8385,8325,8385
2015-12-28,8384,8401,8361,8366
2015-12-29,8338,8352,8290,8298
2015-12-30,8319,8334,8244,8275
2015-12-31,8262,8304,8253,8285
2016-01-04,8286,8304,8065,8096
2016-01-05,8097,8148,8044,8055
2016-01-06,8050,8058,7938,7989
2016-01-07,7980,7983,7765,7827
2016-01-08,7780,7899,7758,7887
2016-01-11,7769,7815,7714,7775
2016-01-12,7802,7829,7720,7732
2016-01-13,7780,7849,7736,7809
2016-01-14,7648,7724,7607,7716
2016-01-15,7807,7810,7635,7665
2016-01-18,7503,7828,7503,7812
2016-01-19,7800,7869,7750,7869
2016-01-20,7801,7801,7623,7623
2016-01-21,7640,7725,7630,7638
2016-01-22,7738,7774,7675,7768
2016-01-25,7826,7891,7789,7862
2016-01-26,7808,7841,7788,7820
2016-01-27,7861,7889,7806,7860
2016-01-28,7836,7918,7819,7884
2016-01-29,7873,8090,7854,8075
2016-01-30,8140,8169,8115,8165
2016-02-01,8165,8165,8094,8146
2016-02-02,8100,8158,8091,8123
2016-02-03,8057,8104,8020,8051
2016-02-15,7925,8068,7906,8046
2016-02-16,8076,8232,8076,8207
2016-02-17,8243,8249,8180,8198
2016-02-18,8300,8330,8257,8297
2016-02-19,8283,8325,8263,8314
2016-02-22,8302,8402,8282,8315
2016-02-23,8345,8348,8300,8336
2016-02-24,8301,8382,8249,8267
2016-02-25,8286,8382,8286,8355
2016-02-26,8397,8422,8337,8402
2016-03-01,8401,8488,8378,8462
2016-03-02,8546,8584,8515,8535
2016-03-03,8538,8615,8533,8584
2016-03-04,8593,8634,8571,8624
2016-03-07,8638,8703,8610,8632
2016-03-08,8632,8650,8564,8646
2016-03-09,8609,8632,8556,8621
2016-03-10,8630,8675,8601,8641
2016-03-11,8620,8709,8608,8709
2016-03-14,8733,8778,8725,8741
2016-03-15,8737,8750,8578,8601
2016-03-16,8639,8681,8627,8678
2016-03-17,8750,8827,8708,8721
2016-03-18,8743,8802,8729,8794
2016-03-21,8823,8835,8733,8780
2016-03-22,8792,8800,8705,8787
2016-03-23,8761,8801,8736,8736
2016-03-24,8727,8774,8664,8741
2016-03-25,8741,8784,8708,8724
2016-03-28,8725,8751,8690,8709
2016-03-29,8695,8712,8591,8625
2016-03-30,8651,8759,8649,8754
2016-03-31,8812,8824,8714,8735
2016-04-01,8688,8710,8627,8655
2016-04-06,8601,8604,8479,8486
2016-04-07,8495,8512,8413,8467
2016-04-08,8404,8529,8404,8514
2016-04-11,8487,8555,8451,8542
2016-04-12,8552,8605,8502,8526
2016-04-13,8546,8644,8528,8636
2016-04-14,8713,8724,8646,8660
2016-04-15,8620,8720,8591,8718
2016-04-18,8658,8684,8631,8645
2016-04-19,8700,8748,8600,8635
2016-04-20,8647,8657,8471,8474
2016-04-21,8540,8567,8487,8564
2016-04-22,8549,8583,8498,8535
2016-04-25,8551,8562,8511,8556
2016-04-26,8555,8632,8555,8590
2016-04-27,8566,8604,8534,8583
2016-04-28,8612,8614,8441,8442
2016-04-29,8410,8422,8340,8343
2016-05-03,8353,8359,8268,8295
2016-05-04,8256,8273,8131,8201
2016-05-05,8189,8203,8123,8172
2016-05-06,8142,8155,8090,8125
2016-05-09,8152,8177,8095,8137
2016-05-10,8137,8181,8082,8165
2016-05-11,8179,8192,8081,8125
2016-05-12,8095,8155,8066,8082
2016-05-13,8066,8075,7954,8016
2016-05-16,8026,8085,7988,8063
2016-05-17,8077,8152,8021,8150
2016-05-18,8074,8137,8045,8136
2016-05-19,8122,8150,8040,8055
2016-05-20,8064,8145,8054,8134
2016-05-23,8123,8371,8086,8364
2016-05-24,8353,8353,8296,8302
2016-05-25,8354,8420,8354,8398
2016-05-26,8414,8418,8371,8396
2016-05-27,8422,8474,8411,8474
2016-05-30,8495,8540,8447,8526
2016-05-31,8498,8550,8468,8520
2016-06-01,8515,8595,8496,8579
2016-06-02,8579,8617,8541,8557
2016-06-03,8573,8591,8552,8574
2016-06-04,8580,8595,8571,8586
2016-06-06,8583,8656,8529,8589
2016-06-07,8604,8686,8604,8672
2016-06-08,8676,8742,8670,8717
2016-06-13,8638,8639,8502,8523
2016-06-14,8495,8578,8483,8576
2016-06-15,8563,8610,8517,8592
2016-06-16,8591,8591,8435,8461
2016-06-17,8526,8600,8519,8574
2016-06-20,8619,8687,8605,8641
2016-06-21,8628,8688,8615,8679
2016-06-22,8599,8625,8580,8620
2016-06-23,8619,8636,8588,8622
2016-06-24,8620,8655,8284,8361
2016-06-27,8367,8455,8367,8448
2016-06-28,8399,8511,8386,8502
2016-06-29,8451,8573,8451,8525
2016-06-30,8576,8632,8539,8613
2016-07-01,8666,8720,8652,8707
2016-07-04,8711,8763,8690,8727
2016-07-05,8691,8728,8677,8713
2016-07-06,8593,8603,8510,8537
2016-07-07,8538,8622,8538,8622
2016-07-11,8757,8777,8722,8777
2016-07-12,8791,8828,8777,8819
2016-07-13,8829,8837,8726,8792
2016-07-14,8801,8841,8769,8813
2016-07-15,8848,8924,8823,8915
2016-07-18,8916,9002,8912,8999
2016-07-19,9012,9036,8962,9036
2016-07-20,8981,9005,8956,8962
2016-07-21,9002,9084,9002,9063
2016-07-22,9048,9067,9010,9010
2016-07-25,9039,9103,8900,8981
2016-07-26,8970,9047,8956,9047
2016-07-27,9017,9095,9013,9032
2016-07-28,9036,9072,8990,9038
2016-07-29,9062,9070,8949,8952
2016-08-01,8992,9100,8992,9100
2016-08-02,9080,9089,9052,9073
2016-08-03,8918,9001,8897,8970
2016-08-04,9015,9020,8938,9009
2016-08-05,9025,9100,9015,9093
2016-08-08,9156,9169,9104,9149
2016-08-09,9150,9168,9133,9146
2016-08-10,9135,9167,9090,9149
2016-08-11,9124,9158,9000,9089
2016-08-12,9130,9149,9102,9132
2016-08-15,9143,9160,9087,9123
2016-08-16,9155,9155,9053,9088
2016-08-17,9059,9084,9047,9067
2016-08-18,9074,9120,9053,9107
2016-08-19,9117,9167,9009,9011
2016-08-22,9006,9013,8922,8956
2016-08-23,8986,9044,8969,9039
2016-08-24,9022,9053,8998,9000
2016-08-25,8986,9117,8986,9111
2016-08-26,9105,9132,9089,9126
2016-08-29,9100,9126,9020,9104
2016-08-30,9122,9140,9095,9105
2016-08-31,9056,9089,9005,9014
2016-09-01,9008,9020,8931,8980
2016-09-02,8985,9007,8950,8972
2016-09-05,9024,9091,9024,9091
2016-09-06,9097,9181,9095,9169
2016-09-07,9196,9272,9190,9265
2016-09-08,9262,9265,9230,9255
2016-09-09,9200,9200,9141,9147
2016-09-10,9000,9038,8961,8993
2016-09-12,9011,9029,8934,8934
2016-09-13,9008,9008,8858,8939
2016-09-14,8870,8942,8854,8876
2016-09-19,8940,9157,8935,9151
2016-09-20,9150,9165,9113,9142
2016-09-21,9117,9200,9105,9196
2016-09-22,9242,9291,9195,9222
2016-09-23,9245,9273,9227,9265
2016-09-26,9249,9249,9182,9188
2016-09-29,9236,9309,9236,9267
2016-09-30,9202,9228,9151,9153
2016-10-03,9211,9250,9187,9217
2016-10-04,9211,9281,9211,9275
2016-10-05,9224,9276,9224,9260
2016-10-06,9288,9293,9232,9276
2016-10-07,9266,9285,9258,9268
2016-10-11,9308,9350,9164,9204
2016-10-12,9177,9274,9164,9261
2016-10-13,9266,9278,9180,9201
2016-10-14,9200,9224,9148,9169
2016-10-17,9183,9193,9060,9169
2016-10-18,9180,9218,9154,9212
2016-10-19,9231,9280,9228,9266
2016-10-20,9278,9309,9261,9294
2016-10-21,9283,9332,9257,9280
2016-10-24,9307,9339,9290,9325
2016-10-25,9344,9401,9330,9387
2016-10-26,9333,9373,9333,9349
2016-10-27,9346,9360,9276,9302
2016-10-28,9289,9325,9279,9293
2016-10-31,9280,9310,9191,9297
2016-11-01,9270,9306,9241,9293
2016-11-02,9199,9239,9160,9172
2016-11-03,9128,9173,9091,9100
2016-11-04,9072,9103,9061,9077
2016-11-07,9143,9209,9130,9209
2016-11-08,9221,9240,9175,9233
2016-11-09,9227,9308,8891,8927
2016-11-10,9138,9192,9134,9178
2016-11-11,9074,9074,8950,8967
2016-11-14,8961,8988,8877,8944
2016-11-15,8902,8975,8896,8937
2016-11-16,8995,9013,8966,8968
2016-11-17,8965,8982,8923,8977
2016-11-18,8987,9020,8949,9004
2016-11-21,8992,9042,8991,9036
2016-11-22,9073,9168,9070,9142
2016-11-23,9163,9199,9155,9183
2016-11-24,9166,9173,9132,9154
2016-11-25,9147,9195,9146,9171
2016-11-28,9168,9246,9159,9227
2016-11-29,9226,9245,9197,9203
2016-11-30,9210,9247,9186,9230
2016-12-01,9240,9280,9225,9265
2016-12-02,9210,9211,9161,9175
2016-12-05,9161,9189,9135,9162
2016-12-06,9236,9278,9236,9259
2016-12-07,9299,9306,9255,9265
2016-12-08,9389,9389,9318,9366
2016-12-09,9375,9395,9368,9385
2016-12-12,9398,9432,9349,9352
2016-12-13,9339,9379,9338,9379
2016-12-14,9406,9413,9354,9368
2016-12-15,9333,9375,9305,9369
2016-12-16,9368,9370,9309,9311
2016-12-19,9291,9317,9242,9245
2016-12-20,9262,9266,9209,9262
2016-12-21,9260,9260,9226,9226
2016-12-22,9213,9226,9126,9132
2016-12-23,9117,9148,9086,9093
2016-12-26,9102,9132,9091,9124
2016-12-27,9117,9126,9107,9115
2016-12-28,9104,9214,9104,9212
2016-12-29,9195,9212,9173,9180
2016-12-30,9205,9282,9205,9263
2017-01-03,9263,9288,9236,9288
2017-01-04,9284,9294,9272,9280
2017-01-05,9279,9360,9278,9354
2017-01-06,9359,9383,9355,9374
2017-01-09,9386,9411,9342,9348
2017-01-10,9332,9353,9330,9353
2017-01-11,9390,9396,9333,9336
2017-01-12,9351,9433,9350,9411
2017-01-13,9391,9397,9361,9376
2017-01-16,9360,9361,9274,9286
2017-01-17,9281,9344,9279,9340
2017-01-18,9329,9339,9315,9330
2017-01-19,9343,9354,9274,9320
2017-01-20,9297,9351,9297,9342
2017-01-23,9329,9428,9329,9424
2017-01-24,9440,9475,9416,9447
2017-02-02,9493,9505,9389,9389
2017-02-03,9432,9475,9429,9458
2017-02-06,9493,9546,9465,9522
2017-02-07,9518,9548,9501,9543
2017-02-08,9519,9535,9464,9517
2017-02-09,9512,9579,9505,9576
2017-02-10,9601,9681,9586,9658
2017-02-13,9668,9706,9661,9704
2017-02-14,9727,9758,9695,9712
2017-02-15,9732,9813,9725,9809
2017-02-16,9825,9857,9764,9779
2017-02-17,9763,9791,9756,9769
2017-02-18,9782,9793,9782,9793
2017-02-20,9793,9817,9741,9766
2017-02-21,9781,9781,9726,9762
2017-02-22,9794,9827,9776,9784
2017-02-23,9786,9814,9757,9771
2017-02-24,9764,9780,9735,9759
2017-03-01,9741,9762,9680,9682
2017-03-02,9772,9785,9648,9691
2017-03-03,9649,9673,9629,9636
2017-03-06,9642,9689,9624,9689
2017-03-07,9688,9739,9687,9733
